   610|*|G8III       |U|EA    | | 8.533| | 8.691| 8.562|       0.194| 0.024|         | | |P|BZ_Hyi      |          |          |     |     | | 
   621|*|M1III       |U|SARV: | | 7.532| | 7.617| 7.570|       0.072| 0.014|         | | | |            |          |          |     |     | |R
   632|*|M2III:      |U|      | | 9.166| | 9.299| 9.229|       0.088| 0.022|         | | | |BK_Phe      |          |          |     |     | | 
   682|*|G2V         |U|      | | 7.693| | 7.752| 7.727|       0.038| 0.012|         | | | |            |          |          |     |     | | 
   696| |M0/M1IIICNp |U|SR    |*| 6.113| | 6.269| 6.201|       0.130| 0.025|         | |C|P|CF_Cet      |          |          | 6.05| 6.12|V| 
   720|*|M2III       |U|SR    | | 7.125| | 7.234| 7.184|       0.081| 0.017|         | | |P|CG_Cet      |          |          |     |     | | 
   778|*|F0V         |U|      | | 9.913| |10.069| 9.992|       0.088| 0.023|         | | | |            |          |          |     |     | | 
   779| |M1Ibpev comp|U|LC    | | 9.430| | 9.550| 9.478|       0.075| 0.023|         | | |D|KN_Cas      |          |          |10.50|11.20|P|R
   824|*|M...        |U|      | | 7.809| | 7.879| 7.838|       0.052| 0.013|         | | | |            |          |          |     |     | | 
   852|*|M4III:      |U|SR    | | 7.022| | 7.186| 7.096|       0.131| 0.026|         | | |P|NO_Peg      |          |          |     |     | | 
   882| |M...        |U|L     |*| 7.038| | 7.551| 7.211|       0.455| 0.070|         | |C| |V343_And    |          |          | 0.45| 0.71|K| 
   893| |M3III       |U|LB    | | 7.540| | 8.195| 7.671|       0.716| 0.080|         | | | |AC_Cet      |          |          | 7.96| 8.29|V| 
   919|*|K0V         |U|      | | 8.067| | 8.131| 8.087|       0.057| 0.012|         | |C| |V344_And    |          |          |     |     | | 
   940| |B5II: SB    |U|      | | 7.109| | 7.171| 7.143|       0.045| 0.010|         | | | |V742_Cas    |          |          | 7.07| 7.11|V| 
   942|*|A0V         |U|      | | 9.213| | 9.319| 9.264|       0.068| 0.022|         | | | |            |          |          |     |     | | 
   970|*|M1III       |U|      | | 7.845| | 7.932| 7.892|       0.066| 0.014|         | | | |            |          |          |     |     | | 
   983|*|K4III       |U|      | | 5.383| | 5.425| 5.406|       0.025| 0.008|         | | | |            |          |          |     |     | |R
   989|*|M...        |U|SR    | | 7.577| | 7.843| 7.725|       0.197| 0.032|         | | |P|NQ_Peg      |          |          |     |     | | 
   995|*|K5          |U|      | | 8.305| | 8.399| 8.358|       0.066| 0.014|         | | | |            |          |          |     |     | | 
   999|*|K0          |U|      | | 8.525| | 8.629| 8.580|       0.068| 0.017|         | | |P|LN_Peg      |          |          |     |     | |R
  1032|*|K5III       |U|      | | 8.531| | 8.668| 8.601|       0.093| 0.021|         | | |P|CH_Cet      |          |          |     |     | | 
  1033|*|M...        |U|      | | 7.374| | 7.462| 7.416|       0.073| 0.018|         | | | |            |          |          |     |     | | 
  1041|*|WC8         |U|      | |10.583| |10.772|10.664|       0.127| 0.035|         | | | |V400_Cep    |          |          |     |     | | 
  1073|*|F0          |U|      | | 7.765| | 7.815| 7.795|       0.034| 0.012|         | | | |            |          |          |     |     | | 
  1074|*|M0/M1III    |U|      | | 5.818| | 5.875| 5.849|       0.038| 0.009|         | | | |            |          |          |     |     | | 
  1096| |K5III       |U|      | | 6.039| | 6.085| 6.058|       0.050| 0.010|         | | | |NSV_00096   |          |          | 5.93| 5.96|V| 
  1112|*|K5          |U|      | | 8.979| | 9.102| 9.014|       0.121| 0.015|         | | | |V346_And    |          |          |     |     | | 
  1113|*|G6V         |U|      | | 8.836| | 8.963| 8.903|       0.071| 0.020|         | | | |            |          |          |     |     | |R
  1124|*|M4III:      |U|      | | 7.180| | 7.250| 7.214|       0.057| 0.012|         | | |P|            |          |          |     |     | | 
  1131|*|M2          |U|SR    | | 8.171| | 8.331| 8.245|       0.114| 0.022|         | | |P|V401_Cep    |          |          |     |     | | 
  1146|*|M1III       |U|SR    | | 6.641| | 6.821| 6.698|       0.159| 0.024|         | |C|P|CR_Tuc      |          |          |     |     | | 
  1158| |M3IIIvar    |U|LB:   | | 5.157| | 5.226| 5.180|       0.059| 0.015|         | | |P|AD_Cet      |          |          | 4.90| 5.16|V| 
  1168| |M2III       |U|      | | 4.859| | 4.899| 4.876|       0.032| 0.008|         | | | |NSV_00099   |          |          | 4.78| 4.86|V|R
  1170| |M1III       |U|L     | | 4.475| | 4.572| 4.526|       0.078| 0.016|         | | |P|AE_Cet      |          |          | 4.26| 4.46|V| 
  1192|*|M0          |U|      | | 6.736| | 6.787| 6.765|       0.036| 0.011|         | | | |            |          |          |     |     | | 
  1217|*|M1III       |U|      | | 8.725| | 8.890| 8.798|       0.121| 0.023|         | | | |CS_Tuc      |          |          |     |     | | 
  1289|*|M0          |U|      | | 8.813| | 8.925| 8.866|       0.061| 0.015|         | | | |V349_And    |          |          |     |     | | 
  1325| |M5III       |U|SR    |*| 6.886| | 7.066| 6.977|       0.130| 0.029|         | | |P|BV_Psc      |          |          | 7.02| 7.06|V| 
  1338|*|            |U|      | | 9.324| | 9.412| 9.353|       0.136| 0.019|         | | |G|            |          |          |     |     | | 
  1339|*|M2III:      |U|      | | 6.454| | 6.522| 6.496|       0.063| 0.010|         | | | |            |          |          |     |     | | 
  1352|*|M0          |U|SR    | | 6.527| | 6.606| 6.571|       0.077| 0.013|         | | |P|            |          |          |     |     | | 
  1401| |N0v         |R|      |*| 8.906| | 9.184| 9.037|       0.190| 0.029|         | |C|P|ST_Cas      |          |          |11.60|12.40|P|R
  1429|*|M4II-III    |U|SR    | | 6.876| | 6.994| 6.929|       0.091| 0.021|         | | | |BW_Psc      |          |          |     |     | | 
  1497|*|M5          |U|SR    | | 8.422| | 8.630| 8.501|       0.188| 0.036|         | | |P|BY_Psc      |          |          |     |     | | 
  1551|*|M3III       |U|      | | 7.458| | 7.531| 7.496|       0.047| 0.014|         | | | |            |          |          |     |     | | 
  1555|*|M1III       |U|SR    | | 7.807| | 7.934| 7.865|       0.096| 0.018|         | | |P|BN_Phe      |          |          |     |     | | 
  1570|*|K4III       |U|      | | 7.844| | 7.907| 7.871|       0.045| 0.015|         | | | |            |          |          |     |     | | 
  1571|*|M1/M2III    |U|      | | 7.474| | 7.560| 7.516|       0.064| 0.011|         | | | |            |          |          |     |     | | 
  1593| |C8          |U|SRA   | | 7.425| | 7.883| 7.638|       0.310| 0.044|         | |B| |VX_And      | 369.00000|2425558.00| 7.80| 9.30|V|R
  1602|*|K0          |U|      | | 6.910| | 6.972| 6.939|       0.049| 0.013|         | | | |            |          |          |     |     | | 
  1609|*|M0          |U|SRA   | | 7.545| | 7.661| 7.602|       0.098| 0.020|         | | |P|BZ_Psc      |          |          |     |     | | 
  1627|*|M4/M5III    |U|SR    | | 8.578| | 9.562| 9.038|       0.892| 0.149|         | |C|P|BO_Phe      |          |          |     |     | | 
  1652|*|M2II:       |U|SR    | | 6.814| | 6.911| 6.854|       0.080| 0.015|         | |C|P|V743_Cas    |          |          |     |     | | 
  1655|*|G5III       |U|      | | 8.466| | 8.582| 8.510|       0.088| 0.020|         | | | |            |          |          |     |     | | 
  1657|*|K5III       |U|      | | 5.891| | 5.924| 5.903|       0.023| 0.007|         | | | |            |          |          |     |     | | 
  1694|*|M0III       |U|      | | 7.197| | 7.271| 7.236|       0.062| 0.014|         | | | |            |          |          |     |     | | 
  1728| |M5/M6Ib/II  |U|SR    |*| 5.170| | 5.835| 5.439|       0.659| 0.127|         | |C|P|T_Cet       | 158.90000|2440562.00| 5.00| 6.90|V|R
  1763|*|M0          |U|      | | 8.779| | 8.873| 8.824|       0.074| 0.023|         | | | |            |          |          |     |     | | 
  1792| |G5          |U|RS    | | 8.072| | 8.169| 8.109|       0.083| 0.019|         | | |P|BD_Cet      |          |          | 8.20| 8.30|V|R
  1804|*|M0III       |U|      | | 7.121| | 7.174| 7.144|       0.028| 0.009|         | | | |            |          |          |     |     | | 
  1809|*|M4III:      |U|      | | 6.713| | 6.778| 6.734|       0.049| 0.010|         | | | |            |          |          |     |     | | 
  1821|*|M0III       |U|      | | 6.485| | 6.542| 6.516|       0.039| 0.009|         | | | |            |          |          |     |     | | 
  1843|*|M0          |U|SR    | | 9.921| |10.172|10.003|       0.241| 0.033|         | | |P|CC_Psc      |          |          |     |     | | 
  1849|*|M2III       |U|      | | 6.845| | 6.895| 6.873|       0.037| 0.011|         | | | |            |          |          |     |     | | 
  1880|*|M2III       |U|      | | 7.719| | 7.837| 7.782|       0.091| 0.016|         | | |P|BP_Phe      |          |          |     |     | | 
  1941|*|M...        |U|SR    | | 7.430| | 7.614| 7.526|       0.145| 0.029|         | | |P|CE_Psc      |          |          |     |     | | 
  1945| |C4.5v       |U|LB    | | 9.262| | 9.441| 9.354|       0.123| 0.021|         | | | |NQ_Cas      |          |          |10.60|11.52|B| 
  1993|*|M1          |R|      | |11.350| |11.628|11.476|       0.196| 0.054|         | | |G|            |          |          |     |     | | 
  2041|*|G           |U|      | | 9.950| |10.130|10.036|       0.125| 0.026|         | | | |            |          |          |     |     | | 
  2054|*|A3          |U|      | | 7.563| | 7.628| 7.581|       0.109| 0.014|         | | |P|V350_And    |          |          |     |     | | 
  2086|*|M1III       |U|SR    | | 6.285| | 6.366| 6.322|       0.052| 0.013|         | | |P|            |          |          |     |     | | 
  2104|*|M...        |U|      | | 7.569| | 7.649| 7.608|       0.062| 0.014|         | | | |            |          |          |     |     | | 
  2118|*|F0          |U|      | | 8.008| | 8.069| 8.045|       0.094| 0.016|         | | | |            |          |          |     |     | | 
  2123|*|K5          |U|SR    | | 8.350| | 8.487| 8.427|       0.117| 0.028|         | | |P|CG_Psc      |          |          |     |     | | 
  2164|*|M2/M3III    |U|      | | 8.001| | 8.103| 8.036|       0.093| 0.018|         | | |P|BC_Scl      |          |          |     |     | | 
  2180| |N0v         |U|SR    | | 7.569| | 7.982| 7.747|       0.356| 0.072|         | | | |AQ_And      | 346.00000|2429970.00| 9.90|11.80|P|R
  2210| |M2/M3III    |U|L     | | 4.846| | 4.979| 4.901|       0.113| 0.023|         | | |P|eta_Scl     |          |          | 4.80| 4.90|V|R
  2215| |M5III       |U|SR    |*| 6.727| | 6.960| 6.839|       0.185| 0.040|         | | | |AG_Cet      |  90.00000|          | 6.99| 7.45|V|R
  2216|*|M5          |U|SR    | | 9.121| | 9.495| 9.247|       0.264| 0.059|         | |C|P|V351_And    |          |          |     |     | | 
  2219| |M3IIIvar    |U|SR    | | 4.847| | 5.254| 5.029|       0.271| 0.062|         | | | |TV_Psc      |  49.10000|2431387.00| 4.65| 5.42|V|R
  2263|*|A9V         |U|      | | 7.189| | 7.246| 7.221|       0.044| 0.012|         | | | |            |          |          |     |     | | 
  2271|*|M0          |U|SR    | | 6.890| | 7.160| 7.010|       0.237| 0.045|         | |C|W|V747_Cas    |          |          |     |     | | 
  2283|*|K5III       |U|      | | 7.426| | 7.491| 7.462|       0.048| 0.013|         | | | |            |          |          |     |     | | 
  2285|*|M0          |U|      | | 9.013| | 9.132| 9.075|       0.087| 0.017|         | | | |V352_And    |          |          |     |     | | 
  2340|*|K2          |U|SR    | | 7.798| | 7.938| 7.868|       0.109| 0.023|         | | |P|CH_Psc      |          |          |     |     | | 
  2384|*|M0          |U|      | | 9.444| | 9.585| 9.510|       0.104| 0.024|         | | | |V353_And    |          |          |     |     | | 
  2388| |F2III       |U|DSCT  |*| 6.241| | 6.289| 6.267|       0.036| 0.007|         | | |P|BB_Phe      |          |          | 6.18| 6.22|V|R
  2408|*|M...        |U|      | | 7.465| | 7.557| 7.518|       0.070| 0.017|         | | | |            |          |          |     |     | | 
  2462|*|M2III:      |U|      | | 9.009| | 9.133| 9.073|       0.076| 0.019|         | | | |BR_Phe      |          |          |     |     | | 
  2486|*|F3V         |U|      | | 9.784| | 9.972| 9.827|       0.221| 0.031|         | | | |            |          |          |     |     | | 
  2510|*|F0          |U|      | | 8.005| | 8.108| 8.072|       0.085| 0.016|         | | | |            |          |          |     |     | | 
  2552| |M2.5Ve      |U|UV    | |10.280| |10.510|10.346|       0.259| 0.037|         | | | |V547_Cas    |          |          |11.50|12.01|B|R
  2560|*|K5          |U|      | | 6.888| | 6.935| 6.912|       0.031| 0.010|         | | | |            |          |          |     |     | | 
  2596|*|M8          |U|SR    | |10.012| |10.397|10.263|       0.328| 0.054|         | | |P|V748_Cas    |          |          |     |     | | 
  2599| |B1Ia        |U|ACYG  |*| 4.177| | 4.249| 4.210|       0.057| 0.009|         | | | |kap_Cas     |          |          | 4.22| 4.30|B|R
  2618|*|K0          |U|      | | 9.576| | 9.735| 9.621|       0.134| 0.032|         | | | |CM_Cet      |          |          |     |     | |R
  2620|*|K5          |U|      | | 8.546| | 8.621| 8.588|       0.042| 0.013|         | | | |            |          |          |     |     | | 
  2629| |A7IV        |U|DSCT  |*| 6.165| | 6.215| 6.187|       0.046| 0.008|         | | |P|the_Tuc     |   0.04931|          | 6.06| 6.15|V|R
  2651|*|K0          |U|      | | 8.647| | 8.783| 8.689|       0.118| 0.027|         | | |P|V354_And    |          |          |     |     | | 
  2667| |K7          |U|      | | 8.619| | 8.741| 8.686|       0.084| 0.018|         | | | |V749_Cas    |          |          | 8.65| 8.78|V| 
  2668|*|K5          |U|      | | 7.590| | 7.644| 7.612|       0.036| 0.008|         | | | |            |          |          |     |     | | 
  2685|*|M3III       |U|      | | 8.006| | 8.083| 8.042|       0.046| 0.015|         | | | |            |          |          |     |     | | 
  2741|*|F2V         |U|      | | 9.062| | 9.152| 9.118|       0.073| 0.020|         | | | |            |          |          |     |     | | 
  2808|*|M0          |U|      | | 8.890| | 9.020| 8.956|       0.101| 0.024|         | | |D|V750_Cas    |          |          |     |     | | 
  2814|*|A2          |U|      | | 6.996| | 7.047| 7.018|       0.035| 0.011|         | | | |            |          |          |     |     | |R
  2844|*|G2V comp SB |U|      | | 8.070| | 8.140| 8.091|       0.081| 0.015|         | | | |            |          |          |     |     | |R
  2880| |M3II        |U|LB    | | 8.653| | 8.991| 8.825|       0.333| 0.065|         | |C| |AA_Scl      |          |          | 8.63| 8.99|V| 
  2899| |M5          |U|LB    | | 7.753| | 8.536| 8.142|       0.591| 0.103|         | | | |V752_Cas    |          |          | 9.80|10.80|P| 
  2900|*|K5III       |U|      | | 5.231| | 5.271| 5.256|       0.034| 0.006|         | | |P|            |          |          |     |     | |R
  2923|*|F0III       |U|      | | 7.695| | 7.746| 7.720|       0.038| 0.010|         | | | |            |          |          |     |     | | 
  2929|*|M7          |U|      | | 8.242| | 8.320| 8.283|       0.041| 0.016|         | | | |            |          |          |     |     | | 
  2960|*|M6III       |U|SR    | | 8.383| | 8.550| 8.473|       0.155| 0.024|         | | | |BS_Phe      |          |          |     |     | | 
  2962| |K9          |U|LB    | | 7.874| | 8.196| 8.050|       0.258| 0.040|         | |C| |BZ_And      |          |          | 9.10|10.00|P| 
  3095|*|K7III       |U|      | | 8.605| | 8.689| 8.646|       0.044| 0.017|         | | | |            |          |          |     |     | | 
  3129| |M8          |U|LB    | | 8.739| | 9.178| 8.870|       0.388| 0.077|         | | |P|TW_Psc      |          |          |10.60|12.20|P|R
  3158|*|A5          |U|EA:   | | 9.103| | 9.743| 9.271|       0.637| 0.123|         | | |Y|CN_Cet      |          |          |     |     | | 
  3171|*|K5III       |U|      | | 7.159| | 7.257| 7.217|       0.083| 0.013|         | |C| |V753_Cas    |          |          |     |     | | 
  3289|*|A3          |U|      | | 7.466| | 7.522| 7.495|       0.029| 0.011|         | | | |            |          |          |     |     | | 
  3294|*|K7          |U|SR    | | 8.764| | 9.075| 8.946|       0.233| 0.039|         | | |P|V754_Cas    |          |          |     |     | | 
  3344|*|M1III       |U|      | | 7.133| | 7.195| 7.158|       0.042| 0.012|         | | | |            |          |          |     |     | | 
  3367|*|A1Ia        |U|EA    | | 7.378| | 7.443| 7.410|       0.042| 0.011|         | | | |V755_Cas    |          |          |     |     | |R
  3401| |Beq         |U|INA   | |10.446| |10.808|10.646|       0.278| 0.045|         | | | |V594_Cas    |          |          |10.90|12.00|B|R
  3419| |K0III       |U|      | | 2.195| | 2.226| 2.206|       0.017| 0.004|         | | | |NSV_00272   |          |          | 1.96| 2.11|V|R
  3454|*|F5          |U|EA    | | 7.585| | 7.624| 7.598|       0.336| 0.027|         | |C|P|V355_And    |          |          |     |     | | 
  3494| |M2e         |U|ZAND  | | 7.195| | 7.356| 7.249|       0.147| 0.026|         | |C| |EG_And      |          |          | 7.08| 7.80|V|R
  3498|*|M...        |U|      | | 9.039| | 9.173| 9.107|       0.092| 0.025|         | | | |V356_And    |          |          |     |     | | 
  3504| |B5III       |U|GCAS  |*| 4.441| | 4.483| 4.463|       0.032| 0.005|         | |C| |omi_Cas     |          |          | 4.50| 4.62|V|R
  3513|*|F0          |U|      | | 8.746| | 8.832| 8.793|       0.043| 0.020|         | | |P|V756_Cas    |          |          |     |     | | 
  3518|*|M...        |U|SR    | | 7.631| | 7.783| 7.718|       0.107| 0.025|         | | |P|CI_Psc      |          |          |     |     | | 
  3552|*|M0III       |U|      | | 6.225| | 6.272| 6.244|       0.037| 0.010|         | | | |            |          |          |     |     | | 
  3632| |M4III       |U|SR    |*| 5.340| | 5.427| 5.380|       0.067| 0.018|         | |C|P|NSV_00293   |          |          | 5.32| 5.45|V|R
  3634|*|M1III       |U|      | | 7.431| | 7.534| 7.482|       0.072| 0.014|         | | | |CV_Tuc      |          |          |     |     | | 
  3729|*|            |U|      | |10.624| |10.825|10.738|       0.142| 0.048|         | | | |            |          |          |     |     | | 
  3808|*|K5          |U|      | | 8.196| | 8.300| 8.242|       0.088| 0.023|         | | | |CK_Psc      |          |          |     |     | | 
  3812| |B5          |U|      | |10.181| |10.355|10.297|       0.148| 0.032|         | | | |BG_Phe      |          |          |     |     | | 
  3821|*|G0V SB      |U|      | | 3.580| | 3.630| 3.583|       0.028| 0.005|         | | | |eta_Cas     |          |          |     |     | |R
  3825|*|K0/1III +G  |U|      | | 7.164| | 7.219| 7.180|       0.046| 0.011|         | | | |            |          |          |     |     | | 
  3833| |M2III       |U|LB    | | 7.100| | 7.189| 7.144|       0.068| 0.010|         | | | |NSV_00305   |          |          | 8.50| 9.00|P| 
  3852|*|M2          |U|SR    | | 9.383| | 9.641| 9.466|       0.222| 0.035|         | | |P|BT_Phe      |          |          |     |     | | 
  3894|*|M4III       |U|SR    | | 7.149| | 7.262| 7.209|       0.098| 0.018|         | | | |BU_Phe      |          |          |     |     | | 
  3925|*|M...        |U|      | | 8.266| | 8.343| 8.308|       0.059| 0.017|         | | | |            |          |          |     |     | | 
  4006|*|B5Ia        |U|      | | 6.969| | 7.032| 7.001|       0.070| 0.011|         | | | |            |          |          |     |     | | 
  4008| |M6.5        |U|SRB   | | 8.487| | 9.256| 8.914|       0.696| 0.106|         | |C|P|VY_Cas      | 100.00000|          |10.50|12.00|P|R
  4021|*|A0          |U|      | | 7.268| | 7.308| 7.288|       0.027| 0.010|         | | | |            |          |          |     |     | | 
  4053|*|M...        |U|      | | 7.729| | 7.808| 7.766|       0.066| 0.018|         | | | |            |          |          |     |     | | 
  4100|*|M...        |U|      | | 7.443| | 7.507| 7.478|       0.045| 0.011|         | | | |            |          |          |     |     | | 
  4106|*|K2/K3IIICNp |U|SR    | | 7.477| | 7.615| 7.555|       0.116| 0.023|         | | |P|CO_Cet      |          |          |     |     | | 
  4179|*|M...        |U|      | | 7.039| | 7.134| 7.078|       0.073| 0.013|         | | | |            |          |          |     |     | | 
  4200| |M4III       |U|L     | | 5.570| | 5.756| 5.653|       0.121| 0.019|         | | | |BQ_Tuc      |          |          | 5.70| 5.90|V|R
  4266|*|R...        |U|      | | 8.453| | 8.549| 8.505|       0.071| 0.016|         | | | |CN_Oct      |          |          |     |     | | 
  4298|*|M2.5IIIa    |U|      | | 6.316| | 6.366| 6.343|       0.036| 0.008|         | | | |            |          |          |     |     | | 
  4304|*|M0          |U|      | | 9.334| | 9.513| 9.435|       0.141| 0.033|         | | | |CL_Psc      |          |          |     |     | | 
  4305|*|K5          |U|      | | 7.483| | 7.559| 7.527|       0.051| 0.010|         | | | |            |          |          |     |     | | 
  4317| |M4III       |U|SR    |*| 6.162| | 6.242| 6.212|       0.074| 0.014|         | | | |NSV_00346   |          |          | 6.20|     |V|R
  4328|*|M           |U|      | |12.090| |12.589|12.430|       0.334| 0.089|         | | | |BV_Phe      |          |          |     |     | | 
  4332|*|G5V         |U|      | | 8.791| | 8.874| 8.823|       0.178| 0.021|         | | | |            |          |          |     |     | |R
  4363|*|M1/M2III    |U|      | | 6.167| | 6.219| 6.199|       0.043| 0.012|         | | | |            |          |          |     |     | | 
  4406| |Me          |U|LB    | | 9.233| | 9.426| 9.346|       0.159| 0.032|         | | | |CX_Tuc      |          |          |10.70|11.20|P| 
  4427| |B0IV:evar   |U|GCAS  | | 2.123| | 2.156| 2.138|       0.026| 0.004|         | | |P|gam_Cas     |          |          | 1.60| 3.00|V|R
  4433|*|MIII        |U|SR    | | 7.596| | 7.755| 7.667|       0.119| 0.024|         | | |P|CN_Psc      |          |          |     |     | | 
  4448|*|K3/K4V      |U|      | | 9.050| | 9.190| 9.132|       0.094| 0.025|         | | | |BW_Phe      |          |          |     |     | | 
  4451|*|K2          |U|      | | 8.570| | 8.690| 8.625|       0.092| 0.018|         | | | |V758_Cas    |          |          |     |     | | 
  4452|*|M...        |U|      | | 7.701| | 7.807| 7.762|       0.081| 0.017|         | | | |CO_Psc      |          |          |     |     | | 
  4505|*|F2V         |U|      | |10.026| |10.213|10.091|       0.165| 0.034|         | | | |            |          |          |     |     | | 
  4513|*|M3III       |U|      | | 8.698| | 8.852| 8.785|       0.102| 0.021|         | | | |CY_Tuc      |          |          |     |     | | 
  4553|*|M0          |U|      | | 9.176| | 9.266| 9.220|       0.054| 0.013|         | | | |            |          |          |     |     | | 
  4567|*|B1.5Ib      |U|      | | 7.827| | 7.909| 7.863|       0.057| 0.014|         | | | |            |          |          |     |     | | 
  4586|*|M1III       |U|SR    | | 7.113| | 7.244| 7.202|       0.123| 0.022|         | | | |CQ_Cet      |          |          |     |     | | 
  4609|*|K2          |U|      | | 7.612| | 7.676| 7.647|       0.047| 0.012|         | | | |            |          |          |     |     | | 
  4621|*|M2          |U|      | | 8.215| | 8.359| 8.286|       0.104| 0.020|         | | | |V358_And    |          |          |     |     | | 
  4655| |M2III       |U|L     | | 6.166| | 6.236| 6.209|       0.064| 0.014|         | | | |WW_Psc      |          |          | 5.97| 6.11|V| 
  4658|*|M3III       |U|SR    | | 7.331| | 7.502| 7.405|       0.143| 0.023|         | | |P|BX_Phe      |          |          |     |     | | 
  4707| |M4III       |U|LB    | | 7.639| | 7.796| 7.706|       0.139| 0.034|         | | |P|AK_Cet      |          |          | 7.68| 7.94|V| 
  4726|*|M4III       |U|SR    | | 6.812| | 6.944| 6.864|       0.109| 0.023|         | | | |CR_Cet      |          |          |     |     | | 
  4761|*|K5          |U|      | | 8.033| | 8.110| 8.065|       0.047| 0.015|         | | | |            |          |          |     |     | | 
  4879| |M2III       |U|L     | | 6.265| | 6.378| 6.313|       0.088| 0.015|         | | | |CC_Tuc      |          |          | 6.19| 6.29|V|R
  4900|*|M0          |U|      | |10.891| |11.310|11.004|       0.215| 0.062|         | | | |V359_And    |          |          |     |     | | 
  4908|*|K5          |U|      | | 8.250| | 8.312| 8.274|       0.040| 0.011|         | | | |            |          |          |     |     | | 
  4918|*|M0          |U|      | | 7.432| | 7.611| 7.501|       0.154| 0.021|         | | | |V759_Cas    |          |          |     |     | | 
  4935|*|M3III       |U|      | | 7.043| | 7.094| 7.066|       0.033| 0.008|         | | | |            |          |          |     |     | | 
  4945|*|K2          |U|SR    | | 7.973| | 8.110| 8.071|       0.135| 0.025|         | | |P|CQ_Psc      |          |          |     |     | | 
  4956| |K5V         |R|LB    | | 8.939| | 9.050| 9.009|       0.067| 0.018|         | | | |NSV_00378   |          |          |10.60|11.20|P| 
  4970|*|F5          |U|      | | 8.264| | 8.739| 8.631|       0.437| 0.053|         | | | |            |          |          |     |     | | 
  4974|*|F5/F6V      |U|      | | 8.846| | 8.984| 8.894|       0.083| 0.029|         | | | |            |          |          |     |     | | 
  4983|*|B2IV-V      |U|      | | 6.737| | 6.828| 6.806|       0.169| 0.018|         | |C| |            |          |          |     |     | | 
  5002|*|M3III       |U|SR    | | 7.047| | 7.231| 7.197|       0.186| 0.027|         | |C| |V360_And    |          |          |     |     | | 
