  1067| |B2IV        |P|BCEP  |*| 2.748| | 2.761|  -1.0|   0.151751 |  -5.8|8500.0040|4|A| |gam_Peg     |   0.15175|2441224.64| 2.78| 2.89|V|R
  1110|*|M2          |P|SR    | | 9.376| | 9.672|  -0.8|  15.11     |  -1.9|8510.60  |2|A| |V347_And    |          |          |     |     | | 
  1162| |F8Iab:      |P|DCEP  | | 8.968| | 9.594|  -1.9|   5.8097   |  -3.5|8504.975 |3|A| |FM_Cas      |   5.80928|2442817.71| 8.82| 9.47|V|R
  1182| |            |P|EW    |*|11.778| |12.548|  -1.2|   0.3643580|  -6.2|8500.0540|4|A|P|UY_Scl      |          |          |11.53|11.96|V| 
  1196| |F0IV        |P|ELL   | | 6.07 | | 6.11 |      |            |      |         | | | |UU_Psc      |   0.84168|2439765.17| 6.01| 6.05|V|R
  1213| |F7          |P|DCEP  | | 9.592| |10.409|  -1.7|   4.0716   |  -3.9|8501.489 |3|A| |SY_Cas      |   4.07110|2441682.23| 9.40|10.24|V|R
  1222| |F5.5        |P|RRAB  | |10.411| |10.926|  -1.4|   0.546565 |  -5.5|8500.0340|4|A| |V363_Cas    |   0.54654|2436142.59|10.29|10.73|V| 
  1233|*|B9          |P|EA    | | 6.750| | 6.900|      |   5.5392   |  -3.5|8504.070 |3|A| |V348_And    |          |          |     |     | | 
  1236| |M7/M8IIIe   |P|M     | | 6.091| |10.588|  -1.9| 373.       |   0.1|8581.2   |1|A| |S_Scl       | 362.57000|2442345.00| 5.50|13.60|V|R
  1263| |B8          |P|EB/DM | |10.870| |11.400|      |            |      |8504.    |0|A| |MU_Cas      |   3.86114|2427962.51|10.60|10.90|P|R
  1378|*|B8/B9V      |P|ACV:  | | 9.457| | 9.517|  -1.1|   0.94664  |  -4.1|8500.390 |3|A| |CI_Cet      |          |          |     |     | | 
  1387| |F3/5 +(A)   |P|EW    | |10.030| |10.591|  -1.3|   0.594839 |  -5.7|8500.3690|4|A| |AQ_Tuc      |   0.59484|2440477.77| 9.91|10.48|V|R
  1415| |O9IIInn     |P|ELL   | | 6.017| | 6.168|  -1.7|   3.5236   |  -3.9|8501.378 |3|A| |AO_Cas      |   3.52349|2432191.19| 6.07| 6.24|V|R
  1435|*|A5          |P|EA:   | | 7.610| | 7.670|      |   5.1825   |  -3.6|8502.900 |3|A| |BX_Psc      |          |          |     |     | | 
  1507|*|F3/F5V      |P|EW    | | 9.259| | 9.526|  -1.3|   0.413627 |  -5.9|8500.2010|4|A| |BM_Phe      |          |          |     |     | | 
  1550| |B9V         |P|EA/SD | | 7.264| | 8.277|  -2.1|   1.81257  |  -4.5|8501.3500|4|A| |TV_Cas      |   1.81260|2444602.45| 7.22| 8.22|V|R
  1559|*|K0          |P|      | | 7.831| | 7.841|  -0.4|   0.492841 |  -5.6|8500.1066|4|A| |            |          |          |     |     | | 
  1735|*|B9          |P|EA    | | 8.440| | 8.700|      |   4.7818   |  -3.6|8501.724 |3|A| |V744_Cas    |          |          |     |     | | 
  1799| |A3          |P|ELL   | | 6.993| | 7.024|  -0.8|   1.43237  |  -4.7|8501.2256|4|A|P|LR_And      |          |          | 6.90| 6.92|V|R
  1803| |G3V         |P|BY    | | 6.510| | 6.529|  -0.8|   7.3362   |  -3.3|8503.130 |3|A| |BE_Cet      |   7.65500|2447129.53| 6.38| 6.43|V|R
  1805|*|B0IV        |P|EW    | | 8.063| | 8.164|  -1.2|   1.41057  |  -4.7|8500.5697|4|A|P|V745_Cas    |          |          |     |     | | 
  1808|*|A8/A9V      |P|EB    | |10.412| |10.739|  -1.3|   0.767323 |  -5.2|8500.5220|4|A| |CK_Cet      |          |          |     |     | | 
  1834| |M6-M9.0e    |P|M     | | 7.071| | 9.228|  -1.4| 443.0      |   0.0|8579.5   |1|B|P|T_Cas       | 444.83000|2444160.00| 6.90|13.00|V|R
  1878| |F8IIIvar    |P|RRAB  | | 9.217| |10.250|  -1.9|   0.442262 |  -5.7|8500.0384|4|A| |SW_And      |   0.44228|2418132.79| 9.14|10.09|V|R
  1901| |S6,6ev      |P|M     | | 7.730|>|12.00 |      | 409.2      |  -0.1|8908.    |0|B|P|R_And       | 409.33000|2443135.00| 5.80|14.90|V|R
  1921| |B5IV        |P|SPB   |*| 5.540| | 5.561|  -1.1|   1.06480  |  -4.3|8500.938 |3|A| |V746_Cas    |          |          | 5.56| 5.62|V| 
  1938|*|G0          |P|      | | 9.838| | 9.979|  -0.9|  37.21     |  -1.1|8503.8   |1|A| |CD_Psc      |          |          |     |     | | 
  2005|*|F3/F5V      |P|      | |10.473| |10.594|  -0.9|   0.218484 |  -5.6|8500.0850|4|A| |BQ_Phe      |          |          |     |     | | 
  2080|*|B8          |P|      | | 6.842| | 6.872|  -0.9|   1.66523  |  -4.6|8501.0881|4|A| |CF_Psc      |          |          |     |     | | 
  2085| |F5IIvar     |P|CEP(B)| | 7.258| | 8.164|  -1.5|   2.13901  |  -4.3|8501.4051|4|A|P|TU_Cas      |   2.13930|2441704.84| 6.88| 8.18|V|R
  2125| |A9V         |P|EB    |*| 8.97 | | 9.46 |  -1.5|   0.755342 |  -5.7|8500.397 |3|A| |AG_Phe      |   0.75534|2444170.79| 8.87| 9.36|V|R
  2274|*|F2V         |P|      | | 9.881| | 9.999|  -1.1|   0.310809 |  -5.4|8500.057 |3|A|P|CL_Cet      |          |          |     |     | | 
  2286| |K2III:      |P|M     | | 8.732| |11.612|  -1.5| 205.2      |  -0.4|8522.86  |2|B|P|T_Scl       | 202.42000|2441985.00| 8.47|13.50|V|R
  2299|*|F2          |P|      | |10.564| |10.638|  -0.9|   0.1228880|  -6.0|8500.1140|4|A| |V402_Cep    |          |          |     |     | | 
  2347| |G1Ibvar     |P|DCEP  | | 8.815| | 9.401|  -1.5|   8.0008   |  -3.2|8500.718 |3|A| |DL_Cas      |   8.00067|2442780.33| 8.63| 9.26|V|R
  2355| |A7III       |P|DSCT  |*| 5.255| | 5.296|  -1.1|   0.0693080|  -6.7|8500.0580|4|A| |GN_And      |   0.06898|2444236.26| 5.18| 5.22|V|R
  2546| |M5e         |P|M     | | 8.047| |11.564|  -1.6| 321.2      |  -0.4|8637.8   |1|B|P|TU_And      | 316.77000|2443820.00| 7.80|13.10|V|R
  2550|*|F2          |P|EB    | |10.124| |10.393|  -1.2|   0.566287 |  -5.5|8500.5040|4|A| |BD_Scl      |          |          |     |     | | 
  2644| |B3          |P|EB/KE | |10.984|>|11.58 |  -1.2|   1.24354  |  -4.8|8500.3386|4|A| |ZZ_Cas      |   1.24353|2433437.49|10.70|11.10|P|R
  2655| |F2.2:       |P|RRAB  | |11.029| |11.922|  -1.5|   0.573685 |  -5.5|8500.4893|4|A| |RX_Cet      |   0.57369|2440125.80|11.01|11.75|V|R
  2813|*|B9          |P|SPB   | | 7.878| | 7.910|  -1.1|   1.9857   |  -3.6|8501.452 |3|A| |V751_Cas    |          |          |     |     | | 
  2933|*|F0V         |P|EA    | | 9.962| |10.349|  -1.1|   0.865837 |  -5.3|8500.407 |3|A| |CU_Tuc      |          |          |     |     | | 
  3277| |Ap          |P|ACV   | | 5.763| | 5.777|  -0.7|   3.9500   |  -3.0|8501.28  |2|A| |ksi_Phe     |   3.95160|2442314.48| 5.68| 5.78|V|R
  3346| |B1III       |P|E     | | 6.950| | 6.985|      |            |      |         | | | |V486_Cas    |   5.55100|2439012.27| 6.91| 6.95|V|R
  3414| |A5V         |P|      | | 5.002| | 5.016|  -1.1|   0.98211  |  -4.4|8500.401 |3|A| |pi._Cas     |          |          | 4.94| 4.98|V|R
  3432| |F3IV-V      |P|DSCT  | | 9.371| | 9.500|  -1.2|   0.1249074|  -6.8|8500.0770|5|A|P|CC_And      |   0.12491|2434604.96| 9.18| 9.46|V|R
  3572| |A2IV        |P|EA/DM | | 5.673| | 6.06 |  -2.0|   4.4673   |  -3.7|8500.883 |3|A| |YZ_Cas      |   4.46722|2428733.42| 5.71| 6.12|B|R
  3693| |K1II        |P|EB/GS |*| 4.207| | 4.283|      |            |      |         | |A|P|zet_And     |  17.76950|2420038.31| 3.92| 4.14|V|R
  3791|*|A5IV        |P|ELL:  | | 9.441| | 9.602|  -1.2|   1.053818 |  -5.0|8500.7940|4|A|P|CW_Tuc      |          |          |     |     | | 
  3839|*|B8          |P|SPB   | | 8.178| | 8.227|  -1.2|   0.436524 |  -5.1|8500.135 |3|A| |V757_Cas    |          |          |     |     | | 
  3886| |F6Ib-G2Ib   |P|DCEP  | | 9.811| |10.413|  -1.7|   4.50150  |  -4.0|8502.811 |3|A| |XY_Cas      |   4.50170|2442006.79| 9.61|10.26|V|R
  3949| |F2III       |P|DSCT  |*| 5.299| | 5.344|  -1.1|   0.1196820|  -6.1|8500.0110|4|A|P|rho_Phe     |   0.11000|          | 5.17| 5.27|V|R
  4129|*|A2V         |P|      | | 6.697| | 6.734|  -1.3|   0.83119  |  -4.6|8500.020 |3|A| |V357_And    |          |          |     |     | |R
  4157| |G2/5V + F0  |P|EA/RS | | 7.660| | 8.020|      |            |      |8502.560 |3|A| |CF_Tuc      |   2.79765|2444160.52| 7.44| 7.80|V|R
  4279| |F0Ia        |P|EB/GS | | 8.940| | 9.570|      | 198.5      |  -0.3|8661.    |0|A| |BM_Cas      | 197.28000|2425772.90| 8.78| 9.31|V|R
  4284| |C0ev        |P|M     | | 8.775| |10.796|  -1.8| 399.8      |  -0.1|8672.4   |1|B|P|W_Cas       | 405.57000|2444209.00| 7.80|12.50|V|R
  4316|*|K5          |P|SR    | | 8.724| | 8.831|  -1.0|  15.892    |  -2.6|8506.489 |3|A| |CM_Psc      |          |          |     |     | | 
  4322| |A3          |P|DSCT  | |10.571| |11.078|  -1.4|   0.0786828|  -7.2|8500.0385|5|A|P|GP_And      |   0.07868|2433861.44|10.40|11.00|P|R
  4530|*|K4/K5III    |P|      | | 8.568| | 8.625|  -1.1|  70.7      |  -0.5|8501.2   |1|A| |CP_Cet      |          |          |     |     | | 
  4541| |A8.7:       |P|RRAB  | |10.794| |12.049|  -1.5|   0.642234 |  -5.4|8500.3140|4|A| |W_Tuc       |   0.64223|2436878.43|10.73|11.92|V|R
  4593|*|            |P|EB    | |10.694| |11.054|  -1.1|   0.684014 |  -5.3|8500.4656|4|A| |CP_Psc      |          |          |     |     | | 
  4639| |K-M         |P|CWB:  | |11.367| |12.207|  -1.5|   3.20048  |  -4.0|8501.793 |3|A| |DQ_And      |   3.20056|2441994.94|11.23|12.00|V|R
  4652| |M2e-M4      |P|M     | |10.637| |13.250|  -1.1| 190.0      |   0.0|8562.5   |1|A| |W_Psc       | 188.10000|2445337.00|11.40|14.80|P|R
  4725| |F2.5:       |P|RRAB  | |11.255| |12.189|  -1.1|   0.586267 |  -5.3|8500.493 |3|A| |RU_Cet      |   0.58628|2439826.41|10.83|12.13|V|R
  4843| |G8III       |P|EA/SD | | 6.855|>| 9.40 |      |   2.49307  |  -4.2|8500.598 |3|A| |U_Cep       |   2.49305|2444541.60| 6.75| 9.24|V|R
  5007| |G2V SB      |P|RS    | | 8.200| | 8.488|  -1.2|  35.53     |  -1.9|8527.42  |2|A|P|BE_Psc      |          |          | 8.80| 9.01|V|R
  5038|*|M2/M3III    |P|SR    | | 8.806| | 9.245|  -1.4| 411.       |   0.3|8699.0   |1|A| |CZ_Tuc      |          |          |     |     | | 
  5138| |F9          |P|DCEP  | |10.556| |11.274|  -1.5|   5.9938   |  -3.3|8503.010 |3|A| |VW_Cas      |   5.99386|2442778.69|10.36|11.07|V|R
  5161|*|B3III       |P|SPB   | | 7.113| | 7.158|  -1.0|   1.9324   |  -3.7|8500.189 |3|A| |V760_Cas    |          |          |     |     | | 
  5227|*|G5V         |P|      | | 7.887| | 7.944|  -1.1|   4.4995   |  -3.7|8502.760 |3|A| |CS_Cet      |          |          |     |     | |R
  5239| |G0Ia        |P|SRD   | | 7.601| | 7.736|  -1.2|  99.57     |  -1.0|8552.28  |2|A|P|V487_Cas    | 134.00000|          | 7.44| 7.74|V|R
  5348| |B6V + B0V   |P|EA/DM | | 3.91 | | 4.39 |  -1.6|   1.669742 |  -5.1|8501.433 |3|A|G|zet_Phe     |   1.66977|2441643.69| 3.91| 4.42|V|R
  5391| |B1Vv SB     |P|EA/DM | |10.02 | |10.52 |  -1.3|   2.48930  |  -4.7|8501.20  |2|A| |OX_Cas      |   2.48934|2441269.64| 9.90|10.35|V|R
  5438| |G3V         |P|EA/DM | | 8.706|>| 9.00 |      |            |      |         | |A| |AI_Phe      |  24.59233|2443410.69| 8.58| 9.35|V|R
  5450|*|F0          |P|      | | 7.789| | 7.822|  -0.9|   0.1140500|  -6.1|8500.0220|4|A|D|V361_And    |          |          |     |     | | 
  5452|*|G8/K0V      |P|EW    | | 9.406| | 9.589|  -0.7|   0.2564863|  -6.2|8500.1847|5|A| |CT_Cet      |          |          |     |     | | 
  5658| |F9          |P|DCEP  | |11.066| |11.910|  -1.6|   4.2595   |  -3.7|8504.175 |3|A| |UZ_Cas      |   4.25946|2436982.27|10.93|11.73|V|R
  5674|*|A5          |P|      | | 7.356| | 7.389|  -1.0|   0.54869  |  -4.7|8500.136 |3|A| |            |          |          |     |     | | 
  5688|*|B9V         |P|ACV   | | 6.379| | 6.413|  -1.1|   1.00651  |  -4.3|8500.842 |3|A| |V761_Cas    |          |          |     |     | | 
  5746| |M0          |P|SRB   | | 7.955| | 8.838|  -1.3| 482.       |   0.6|8892.9   |1|A| |RT_Psc      |  70.00000|          | 8.20|10.40|P|R
  5772| |M2S SB      |P|SRB:  | | 6.373| | 6.449|  -1.2|   7.4944   |  -3.3|8505.780 |3|A| |NSV_00444   |          |          | 6.43| 6.58|V|R
  5803| |A9.5        |P|RRC   | |10.012| |10.495|  -1.2|   0.390261 |  -5.7|8500.3530|4|A|P|RU_Psc      |   0.39039|2440143.40| 9.93|10.40|V|R
  5846| |F8          |P|DCEP  | |10.678| |11.445|  -1.5|   6.2723   |  -3.4|8501.140 |3|A| |BP_Cas      |   6.27272|2436991.35|10.55|11.33|V|R
  5914| |N0          |P|SRB   | | 6.566| | 6.791|  -1.3| 147.5      |  -0.7|8532.40  |2|A| |Z_Psc       | 144.00000|          | 8.80|10.10|P|R
  5951| |G5III-IVe   |P|RS    | | 5.530| | 5.636|  -1.2|  77.08     |  -1.2|8576.88  |2|A| |AY_Cet      |          |          | 5.35| 5.58|V|R
  5955| |            |P|EW/KW | |10.387| |10.903|  -1.4|   0.3799240|  -6.2|8500.2260|4|A| |AD_Phe      |   0.37993|2444250.60|10.27|10.80|V| 
  5976|*|M...        |P|SR    | | 8.263| | 8.429|  -1.0|  32.40     |  -1.2|8503.3   |1|A| |V763_Cas    |          |          |     |     | | 
  5980| |G2          |P|EA/D: |*| 9.050| | 9.900|      |            |      |8500.4800|4|A| |UV_Psc      |   0.86105|2443406.52| 8.91|10.05|V|R
  6029| |F2          |P|RRAB  | |10.203| |11.241|  -1.8|   0.722755 |  -5.3|8500.6580|4|A| |XX_And      |   0.72275|2439087.44|10.08|11.13|V|R
  6094| |            |P|RRAB  | |10.282| |11.649|  -1.8|   0.510913 |  -5.6|8500.3960|4|A| |VW_Scl      |   0.51091|2427809.38|10.40|11.40|V| 
  6115| |A9.5:       |P|RRC   | |11.529| |12.023|  -1.2|   0.405769 |  -5.8|8500.0891|4|A|P|AM_Tuc      |   0.40566|2441960.39|11.39|11.87|V|R
  6171|*|            |P|EB    | |10.719| |11.109|  -1.4|   1.71589  |  -4.5|8501.4808|4|A| |V765_Cas    |          |          |     |     | | 
  6174| |B3 + B9:    |P|EA/D  | |10.070| |11.060|      |            |      |8505.85  |2|A| |AQ_Cas      |  11.72115|2426282.50|10.06|11.00|V|R
  6189|*|A0          |P|      | | 7.624| | 7.654|  -1.1|   3.6422   |  -3.2|8502.51  |2|A| |            |          |          |     |     | | 
  6287|*|B9          |P|EA    | | 7.100| | 7.510|      |   2.32953  |  -4.3|8501.2550|4|A| |V766_Cas    |          |          |     |     | | 
  6301| |A9          |P|RRC   | |10.892| |11.322|  -1.3|   0.2877920|  -6.0|8500.1070|4|A|P|SS_Psc      |   0.28779|2419130.30|10.73|11.21|V|R
  6307| |F8          |P|EW    | | 8.676| | 9.018|  -1.5|   0.475607 |  -5.6|8500.0040|4|A| |AQ_Psc      |          |          | 8.60| 8.96|V|R
  6350|*|F8          |P|EW    | |10.370| |10.830|  -1.3|   0.422901 |  -5.9|8500.2670|4|A| |BE_Scl      |          |          |     |     | | 
  6501|*|F6IV        |P|      | | 8.395| | 8.487|  -1.2|   0.542530 |  -5.5|8500.5425|4|A| |CW_Cet      |          |          |     |     | | 
  6560| |A2p...      |P|ACV   | | 6.692| | 6.712|  -0.9|  69.92     |  -1.3|8541.25  |2|A|P|HN_And      |  69.50000|2441244.00| 6.67| 6.76|V|R
  6584| |K5/M0III    |P|      | | 7.865| | 7.905|  -1.0|  84.7      |  -0.4|8552.8   |1|A| |BY_Phe      |          |          | 9.25| 9.40|B| 
  6759| |C           |P|SRB   | | 6.090| | 7.225|  -1.3| 372.       |   0.7|8785.    |0|B|P|R_Scl       | 370.00000|          | 9.10|12.90|P|R
  6867| |K5II-III    |P|SR    |*| 3.518| | 3.593|  -1.3|  97.5      |  -0.7|8526.5   |1|A| |gam_Phe     |          |          | 3.39| 3.49|V| 
  6888| |A9/F0V      |P|DSCT  |*| 6.651| | 6.672|  -0.8|   0.0959380|  -6.0|8500.0650|4|A| |WZ_Scl      |          |          | 6.52| 6.62|V|R
  6952| |M3III       |P|SR    |*| 6.198| | 6.327|  -1.1|  30.866    |  -2.0|8516.340 |3|A| |AW_Phe      |          |          | 6.22| 6.37|V| 
  7024| |F3/F5V      |P|EA    |*| 9.937| |10.450|      |   5.2714   |  -3.6|8502.320 |3|A| |SY_Phe      |          |          | 9.75| 9.96|V| 
  7103|*|B1V         |P|      | |10.094| |10.179|  -0.9|   5.428    |  -2.9|8502.19  |2|A| |V768_Cas    |          |          |     |     | | 
  7122|*|A2          |P|EA    | | 9.099| | 9.351|  -1.3|   1.27799  |  -4.8|8500.3980|4|A| |V363_And    |          |          |     |     | | 
  7145| |B8          |P|EA/SD | | 7.850| | 9.200|      |            |      |8501.271 |3|A| |IZ_Per      |   3.68767|2444577.59| 7.80| 9.00|P|R
  7149| |F0          |P|RRAB  | | 9.277| |10.260|  -1.6|   0.553027 |  -5.5|8500.2854|4|A| |RR_Cet      |   0.55303|2433181.40| 9.10|10.10|V|R
  7183| |G1/G2IV/V   |P|EW/KW | | 7.673| | 8.356|  -1.6|   0.3623730|  -6.5|8500.2600|4|A| |AE_Phe      |   0.36238|2443732.88| 7.56| 8.25|V|R
  7192| |G0Ib        |P|DCEP  | | 7.237| | 7.411|  -1.8|   8.3761   |  -3.2|8506.749 |3|A| |V636_Cas    |   8.37700|2444001.35| 7.09| 7.26|V|R
  7280|*|F0V         |P|      | | 8.239| | 8.303|  -1.2|   0.62576  |  -4.9|8500.220 |3|A| |            |          |          |     |     | | 
  7323|*|A5V         |P|EA    | | 7.921| | 8.150|  -1.1|   2.04507  |  -4.6|8500.45  |2|A| |BH_Scl      |          |          |     |     | | 
  7372| |K3V         |P|EA    |*| 7.233| | 7.437|  -1.2|   0.476527 |  -5.8|8500.102 |3|A| |BB_Scl      |          |          | 7.09|     |V|R
  7398| |            |P|RRAB  | |11.544| |12.472|  -1.4|   0.637058 |  -5.4|8500.1699|4|A|P|VX_Scl      |   0.63733|2441614.35|11.55|12.32|V|R
  7417| |F0V         |P|EA/SD:| | 9.222| |10.30 |  -1.7|   1.93973  |  -4.4|8501.0645|4|A| |WY_Cet      |   1.93968|2426619.35| 9.60|10.40|P| 
  7493| |K1III:      |P|RS    |*| 6.253| | 6.413|  -1.0|   2.35954  |  -4.3|8502.2804|4|A| |OP_And      |          |          | 5.92| 6.01|V|R
  7496|*|M3III       |P|SARV: | | 8.277| | 8.346|  -1.0|  23.295    |  -2.3|8501.341 |3|A| |CD_Hyi      |          |          |     |     | | 
  7511|*|F0          |P|DSCT  | | 7.489| | 7.531|  -1.0|   0.142816 |  -5.9|8500.0150|4|A| |V365_And    |          |          |     |     | | 
  7512|*|B8III       |P|      | | 7.596| | 7.653|  -1.4|   1.63749  |  -4.6|8501.4680|4|A| |V769_Cas    |          |          |     |     | | 
  7548| |G0.5        |P|DCEP  | | 8.708| | 9.977|  -1.8|  14.787    |  -2.7|8505.096 |3|A| |RW_Cas      |  14.79490|2435575.23| 8.62| 9.76|V|R
  7651| |B9pe...     |P|ACV   | | 6.375| | 6.389|  -0.8|  39.76     |  -1.8|8527.97  |2|A|P|GY_And      |          |          | 6.27| 6.41|V|R
  7682|*|F5V         |P|      | | 8.481| | 8.527|  -1.0|   0.220447 |  -5.5|8500.0840|4|A| |CE_Hyi      |          |          |     |     | | 
  7940|*|A3Vn        |P|      | | 8.688| | 8.739|  -1.1|   3.2121   |  -3.2|8500.84  |2|A| |CD_Phe      |          |          |     |     | | 
  7965| |A0p SiSr    |P|ACV   | | 5.522| | 5.561|  -1.3|   3.15459  |  -4.0|8502.6600|4|A|P|V557_Cas    |   3.18480|2440974.88| 5.55| 5.64|V|R
  7986|*|K2/K3III    |P|      | | 7.301| | 7.344|  -1.1|  64.1      |  -0.7|8510.2   |1|A| |DD_Cet      |          |          |     |     | | 
  8115|*|A3V         |P|EA    | | 6.212| | 6.304|      |   1.29366  |  -4.8|8500.9310|4|A| |V773_Cas    |          |          |     |     | |R
  8132| |Ap Si       |P|ACV   | | 6.755| | 6.788|  -1.2|   2.09784  |  -4.4|8500.7690|4|A|P|BM_Hyi      |          |          | 7.00| 7.04|V|R
  8163| |F2          |P|RRC   | |11.205| |11.760|  -1.5|   0.377362 |  -5.8|8500.0310|4|A|P|SV_Scl      |   0.37760|2441918.55|11.12|11.66|V|R
  8210| |A2p...      |P|ACV   | | 6.529| | 6.553|  -1.1|   4.1324   |  -3.8|8502.737 |3|A|P|UZ_Psc      |   4.13270|2439757.91| 6.43| 6.65|V|R
  8294| |A           |P|EW/KE:| |10.945| |11.734|  -1.5|   0.485955 |  -5.6|8500.2446|4|A| |TT_Cet      |   0.48596|2432545.83|10.80|11.32|V| 
  8312| |F6          |P|DCEPS | |10.355| |10.738|  -1.4|   3.2219   |  -3.8|8503.181 |3|A|P|BY_Cas      |   3.22332|2441774.19|10.06|10.58|V|R
  8447| |G5 + G5     |P|EW/KW | |10.413| |11.167|  -1.2|   0.3168520|  -6.3|8500.1750|4|A| |TW_Cet      |   0.31685|2442373.38|10.43|11.18|V| 
  8485|*|B8V         |P|SPB   | | 7.775| | 7.817|  -1.0|   0.74911  |  -4.5|8500.458 |3|A| |CG_Hyi      |          |          |     |     | |R
  8574| |M5          |P|SR    |*| 9.303| | 9.919|  -1.1| 212.       |   0.2|8657.0   |1|A| |DH_Cet      |          |          | 9.20| 9.60|P| 
  8614| |F9Ib        |P|DCEP  | |10.440| |11.358|  -1.8|   6.2069   |  -3.4|8503.832 |3|A| |VV_Cas      |   6.20706|2442836.85|10.26|11.20|V|R
  8704| |B1.5V       |P|EA/D  | | 5.450| | 5.900|      |            |      |8516.68  |2|A|P|V436_Per    |  25.93590|2443562.85| 5.49| 5.85|V|R
  8796|*|F6IV        |P|      | | 3.516| | 3.526|  -1.0|   0.86817  |  -4.3|8500.50  |2|A| |alf_Tri     |          |          |     |     | |R
  8821|*|F0          |P|E:    | | 8.943| | 9.090|  -1.2|   0.440413 |  -5.7|8500.0775|4|A| |V776_Cas    |          |          |     |     | | 
  8939| |A8          |P|RRAB  | |11.782| |12.843|  -1.3|   0.484728 |  -5.6|8500.0022|4|A| |CI_And      |   0.48472|2435718.45|11.60|12.50|P|R
  8968|*|M...        |P|SR    | | 7.956| | 8.250|  -1.2| 108.6      |  -0.5|8538.0   |1|A| |ZZ_Ari      |          |          |     |     | | 
